Партія,Місцева організація,Область,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
Всеукраїнське об’єднання “Батьківщина”,Немишлянська районна організація,,25857061,"61044, Харківська обл., місто Харків, ПРОСПЕКТ МОСКОВСЬКИЙ, будинок 257","61044, Харківська обл., місто Харків, проспект МОСКОВСЬКИЙ, будинок 257",
Всеукраїнське об’єднання “Батьківщина”,Червонозаводська районна організація ,,25854772,"61001, Харківська обл., місто Харків, вул. Молочна, будинок 38,","61001, Харківська обл., місто Харків, вул. Молочна, будинок 38,",
Всеукраїнське об’єднання “Батьківщина”,Балаклійська районна організація,,25864925,"64200, Харківська обл., Балаклійський район, місто Балаклія, ВУЛИЦЯ 8 - БЕРЕЗНЯ, будинок 3/66, кімната 1-5","64200, Харківська обл., Балаклійський район, місто Балаклія, вул. 8 - БЕРЕЗНЯ, будинок 3/66, кімната 1-5",
Всеукраїнське об’єднання “Батьківщина”,Барвінківська районна організація,,25860593,"64703, Харківська обл., Барвінківський район, місто Барвінкове, Центральна, будинок 16, кімн.6","64703, Харківська обл., Барвінківський район, місто Барвінкове, Центральна, будинок 16, кімн.6",
Всеукраїнське об’єднання “Батьківщина”,Близнюківська районна організація,,26105512,"64801, Харківська обл., Близнюківський район, селище міського типу Близнюки, ВУЛИЦЯ РАДЯНСЬКА, будинок 26","64801, Харківська обл., Близнюківський район, селище міського типу Близнюки, вул. РАДЯНСЬКА, будинок 26",
Всеукраїнське об’єднання “Батьківщина”,Богодухівська районна організація,,25847163,"62103, Харківська обл., Богодухівський район, місто Богодухів, ВУЛИЦЯ 8-ГО МЕХКОРПУСУ, будинок 1-Б","62103, Харківська обл., Богодухівський район, місто Богодухів, Шевченка, будинок 6",
Всеукраїнське об’єднання “Батьківщина”,Борівська районна організація,,25862659,"63801, Харківська обл., Борівський район, селище міського типу Борова, ВУЛИЦЯ МИРУ, будинок 19","63801, Харківська обл., Борівський район, селище міського типу Борова, вул. МИРУ, будинок 19",
Всеукраїнське об’єднання “Батьківщина”,Валківська районна організація,,25858468,"63002, Харківська обл., Валківський район, місто Валки, ВУЛИЦЯ ХАРКІВСЬКА, будинок 7","63002, Харківська обл., Валківський район, місто Валки, вул. ХАРКІВСЬКА, будинок 7",
Всеукраїнське об’єднання “Батьківщина”,Великобурлуцька районна організація,,25854677,"62602, Харківська обл., Великобурлуцький район, селище міського типу Великий Бурлук, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 36-А","62602, Харківська обл., Великобурлуцький район, селище міського типу Великий Бурлук, вул. ЦЕНТРАЛЬНА, будинок 36-А",
Всеукраїнське об’єднання “Батьківщина”,Вовчанська районна організація,,25855435,"62504, Харківська обл., Вовчанський район, місто Вовчанськ, вул. Шевченка, 4","62504, Харківська обл., Вовчанський район, місто Вовчанськ, вул. Шевченка, 4",
Всеукраїнське об’єднання “Батьківщина”,Дворічанська районна організація,,25857799,"62702, Харківська обл., Дворічанський район, смт Дворічна, вул. 35-ї Гвардійської дивізії, будинок 11","62702, Харківська обл., Дворічанський район, смт Дворічна, вул. 35-ї Гвардійської дивізії, будинок 11",
Всеукраїнське об’єднання “Батьківщина”,Дергачівська районна організація,,25866924,"62303, Харківська обл., Дергачівський район, м. Дергачі, площа Перемоги, будинок 14, кімн 5","62303, Харківська обл., Дергачівський район, м. Дергачі, площа Перемоги, будинок 14, кімн 5",
Всеукраїнське об’єднання “Батьківщина”,Зачепилівська районна організація,,25866373,"64401, Харківська обл, Зачепилівський р-н, смт Зачепилівка, вул. Центральна, буд. 46","64401, Харківська обл, Зачепилівський р-н, смт Зачепилівка, вул. Центральна, буд. 46",
Всеукраїнське об’єднання “Батьківщина”,Зміївська районна організація,,25865072,"63404, Харківська, Зміївський р-н, м. Зміїв, вул. Леніна, буд. 10","63404, Харківська, Зміївський р-н, м. Зміїв, вул. Леніна, буд. 10",
Всеукраїнське об’єднання “Батьківщина”,Золочівська районна організація,,25863436,"62203, Харківська обл, Золочівський р-н, смт Золочів, вул. Комсомольська, буд. 44-А,","62203, Харківська обл, Золочівський р-н, смт Золочів, вул. Комсомольська, буд. 44-А",
Всеукраїнське об’єднання “Батьківщина”,Ізюмська районна організація ,,25860554,"64309, Харківська обл., Ізюмський район, м. Ізюм, вул. Гоголя, будинок 15/1,","64309, Харківська обл., Ізюмський район, м. Ізюм, вул. Гоголя, будинок 15/1,",
Всеукраїнське об’єднання “Батьківщина”,Кегичівська районна організація,,25859433,"64003, Харківська обл., Кегичівський район, смт Кегичівка, вул. Волошина, будинок 34","64003, Харківська обл., Кегичівський район, смт Кегичівка, вул. Волошина, будинок 34",
Всеукраїнське об’єднання “Батьківщина”,Коломацька районна організація ,,25864902,"63100, Харківська обл., Коломацький район, селище міського типу Коломак, вул. Єгорова, будинок 7","63100, Харківська обл., Коломацький район, селище міського типу Коломак, вул. Єгорова, будинок 7",
Всеукраїнське об’єднання “Батьківщина”,Красноградська районна організація ,,25981163,"63304, Харківська обл., Красноградський район, місто Красноград, ВУЛИЦЯ ЛЕНІНА, будинок 90","63304, Харківська обл., Красноградський район, місто Красноград, вул. ЛЕНІНА, будинок 90",
Всеукраїнське об’єднання “Батьківщина”,Краснокутська районна організація ,,25851035,"62002, Харківська обл., Краснокутський район, смт Краснокутськ, ВУЛИЦЯ ЛЕНІНА, будинок 111","62002, Харківська обл., Краснокутський район, смт Краснокутськ, вул. ЛЕНІНА, будинок 111",
Всеукраїнське об’єднання “Батьківщина”,Куп`янська районна організація ,,25996934,"63701, Харківська обл., місто Куп'янськ, вул. Садова, будинок 1","63701, Харківська обл., місто Куп'янськ, вул. Садова, будинок 1",
Всеукраїнське об’єднання “Батьківщина”,Лозівська районна організація ,,33733989,"64602, Харківська обл., місто Лозова, ВУЛИЦЯ ЖОВТНЕВА, будинок 2","64602, Харківська обл., місто Лозова, вул. ЖОВТНЕВА, будинок 2",
Всеукраїнське об’єднання “Батьківщина”,Нововодолазька районна організація ,,25852649,"63202, Харківська обл., Нововодолазький р-н, смт Нова Водолага, вул. Кооперативна, будинок 1","63202, Харківська обл., Нововодолазький р-н, смт Нова Водолага, вул. Кооперативна, будинок 1",
Всеукраїнське об’єднання “Батьківщина”,Первомайська районна організація  ,,25863104,"64102, Харківська обл., місто Первомайський, ВУЛИЦЯ БУГАЙЧЕНКО, будинок 25, кімната 30","64102, Харківська обл., місто Первомайський, вул. БУГАЙЧЕНКО, будинок 25, кімната 30",
Всеукраїнське об’єднання “Батьківщина”,Печенізька районна організація ,,25863088,"62801, Харківська обл., Печенізький район, селище міського типу Печеніги, ВУЛИЦЯ БОГДАНА ХМЕЛЬНИЦЬКОГО, будинок 20, квартира 11","62801, Харківська обл., Печенізький район, селище міського типу Печеніги, 1 Травня, будинок 26",
Всеукраїнське об’єднання “Батьківщина”,Сахновщинська районна організація ,,25857196,"64501, Харківська обл., Сахновщинський район, селище міського типу Сахновщина, ВУЛИЦЯ КАРЛА МАРКСА, будинок 6","64501, Харківська обл., Сахновщинський район, селище міського типу Сахновщина, вул. КАРЛА МАРКСА, будинок 6",
Всеукраїнське об’єднання “Батьківщина”,Харківська районна організація  ,,25854737,"61058, Харківська обл., м. Харків, вул. Сумська, буд.57","61058, Харківська обл., м. Харків, вул. Сумська, буд.57",
Всеукраїнське об’єднання “Батьківщина”,Чугуївська районна організація ,,26105506,"63500, Харківська обл., місто Чугуїв, ВУЛИЦЯ ПОБЄДИ, будинок 1","63503, Харківська обл., місто Чугуїв, вул. Перемоги, будинок 1",
Всеукраїнське об’єднання “Батьківщина”,Шевченківська районна організація ,,25862642,"63601, Харківська обл., Шевченківський район, селище міського типу Шевченкове, ВУЛИЦЯ ЛЕНІНА, будинок 5","63601, Харківська обл., Шевченківський район, селище міського типу Шевченкове, вул. ЛЕНІНА, будинок 5",
Всеукраїнське об’єднання “Батьківщина”,Херсонська обласна організація ,,25801864,"73000, Херсонська обл., місто Херсон, ВУЛИЦЯ 200 РОКІВ ХЕРСОНУ, будинок 31","73000, Херсонська обл., місто Херсон, вул. Соборна, буд.6, кв.3.","ПАТ КБ ""Приватбанк"", код банку 352479, р/р 26007052205592"
Всеукраїнське об’єднання “Батьківщина”,Херсонська міська організація,,25801563,"73000, Херсонська обл., місто Херсон, проспект 200 РОКІВ ХЕРСОНУ, будинок 31","73000, Херсонська обл., місто Херсон, проспект 200 РОКІВ ХЕРСОНУ, будинок 31","ПАТ КБ ""Приватбанк"", код банку 352479, р/р 2600705052200724"
Всеукраїнське об’єднання “Батьківщина”,Бериславська міська організація,,37138529,"74300, Херсонська обл., місто Берислав, вул. Гоголя, будинок 12, кв. 7","74300, Херсонська обл., місто Берислав, вул. Гоголя, будинок 12, кв. 7",
Всеукраїнське об’єднання “Батьківщина”,Каховська міська організація,,34255962,"74800, Херсонська обл., місто Каховка, вул. Карла Маркса, будинок 138, офіс 35","74800, Херсонська обл., місто Каховка, вул. Велика Куліковська, буд.125, кв.4",
Всеукраїнське об’єднання “Батьківщина”,Новокаховська міська організація,,33879150,"74900, Херсонська обл., місто Нова Каховка, ВУЛИЦЯ ДРУЖБИ (ДЗЕРЖИНСЬКОГО) , будинок 17","74900, Херсонська обл., місто Нова Каховка, вул. ДРУЖБИ (ДЗЕРЖИНСЬКОГО) , будинок 17",
Всеукраїнське об’єднання “Батьківщина”,Дніпровська районна організація,,25929493,"73000, Херсонська обл., місто Херсон, ПРОСП. 200 РОКІВ ХЕРСОНА, будинок 31","73000, Херсонська обл., місто Херсон, ПРОСП. 200 РОКІВ ХЕРСОНА, будинок 31",
Всеукраїнське об’єднання “Батьківщина”,Комсомольська районна організація,,25900207,"73000, Херсонська обл., місто Херсон, ПРОСП. 200 РОКІВ ХЕРСОНА, будинок 31","73000, Херсонська обл., місто Херсон, ПРОСП. 200 РОКІВ ХЕРСОНА, будинок 31",
Всеукраїнське об’єднання “Батьківщина”,Суворовська районна організація,,25929576,"73000, Херсонська обл., місто Херсон, ПРОСП. 200 РОКІВ ХЕРСОНА, будинок 31","73000, Херсонська обл., місто Херсон, ПРОСП. 200 РОКІВ ХЕРСОНА, будинок 31",
Всеукраїнське об’єднання “Батьківщина”,Бериславська районна організація ,,34174868,"74300, Херсонська обл., місто Берислав, вул. Успенська (Луначарського), будинок 10","74300, Херсонська обл., місто Берислав, вул. Гоголя, будинок 12, оф.8.",
Всеукраїнське об’єднання “Батьківщина”,Білозерська районна організація,,34088397,"75000, Херсонська обл., Білозерський район, селище міського типу Білозерка, пров. Харченко, будинок 28/1","75000, Херсонська обл., Білозерський район, селище міського типу Білозерка, пров. Харченко, будинок 28/1",
Всеукраїнське об’єднання “Батьківщина”,Великоолександрівська районна організація,,36271415,"74100, Херсонська обл., Великоолександрівський район, селище міського типу Велика Олександрівка, вул. Театральна, будинок 9","74100, Херсонська обл., Великоолександрівський район, селище міського типу Велика Олександрівка, вул. Бпатська, буд.8",
Всеукраїнське об’єднання “Батьківщина”,Великолепетиська районна організація,,25827309,"74502, Херсонська обл., Великолепетиський район, селище міського типу Велика Лепетиха, ЧКАЛОВА, будинок 23 А","74502, Херсонська обл., Великолепетиський район, селище міського типу Велика Лепетиха, вул. Дніпровська, буд.20",
Всеукраїнське об’єднання “Батьківщина”,Верхньорогачицька районна організація,,33842377,"74402, Херсонська обл., Верхньорогачицький район, селище міського типу Верхній Рогачик, ПЛОЩА ЧАПАЄВА, будинок 17","74402, Херсонська обл., Верхньорогачицький район, селище міського типу Верхній Рогачик, вул. Ювілейна, буд.59",
Всеукраїнське об’єднання “Батьківщина”,Високопільська районна організація,,32907789,"74000, Херсонська обл., Високопільський район, селище міського типу Високопілля, ВУЛИЦЯ БАНКОВА (ЛЕНІНА), будинок 34","74000, Херсонська обл., Високопільський район, селище міського типу Високопілля, вул. БАНКОВА (ЛЕНІНА), будинок 43",
Всеукраїнське об’єднання “Батьківщина”,Генічеська районна організація,,33512310,"75500, Херсонська обл., Генічеський район, місто Генічеськ, ПРОСПЕКТ МИРУ, будинок 109","75500, Херсонська обл., Генічеський район, місто Генічеськ, проспект МИРУ, будинок 109 а",
Всеукраїнське об’єднання “Батьківщина”,Голопристанська районна організація,,34137590,"75600, Херсонська обл., Голопристанський р-н, місто Гола Пристань, ВУЛИЦЯ ПЕРШЕ ТРАВНЯ, будинок 31 А","75600, Херсонська обл., Голопристанський р-н, місто Гола Пристань, вул. ПЕРШЕ ТРАВНЯ, будинок 39",
Всеукраїнське об’єднання “Батьківщина”,Горностаївська районна організація,,25900749,"74610, Херсонська обл., Горностаївський район, село Заводівка, ВУЛИЦЯ ЮВІЛЕЙНА, будинок 48","74610, Херсонська обл., Горностаївський район, село Заводівка, вул. Українська, буд. 4-А, кв.10",
Всеукраїнське об’єднання “Батьківщина”,Іванівська районна організація,,33582608,"75400, Херсонська обл., Іванівський район, селище міського типу Іванівка, ВУЛИЦЯ КІБЕНКА (ЛЕНІНА), будинок 98, корпус В, квартира 1","75400, Херсонська обл., Іванівський район, селище міського типу Іванівка, вул. КІБЕНКА (ЛЕНІНА), будинок 98, корпус В, квартира 1",
Всеукраїнське об’єднання “Батьківщина”,Каланчацька районна організація ,,25929719,"75800, Херсонська обл., Каланчацький район, селище міського типу Каланчак, ВУЛИЦЯ ХЕРСОНСЬКА (ЛЕНІНА), будинок 24","75800, Херсонська обл., Каланчацький район, селище міського типу Каланчак, вул. Таврійська, будинок 3",
Всеукраїнське об’єднання “Батьківщина”,Каховська районна організація,,25929731,"74800, Херсонська обл., місто Каховка, вул. Велика Куликовська (Карла Маркса), будинок 138, офіс 35","74800, Херсонська обл., місто Каховка, вул. Велика Куликовська, будинок 125, кв. 4",
Всеукраїнське об’єднання “Батьківщина”,Нижньосірогозька районна організація,,34237435,"74701, Херсонська обл., Нижньосірогозький район, селище міського типу Нижні Сірогози, ВУЛ. МИРУ, будинок 13","74701, Херсонська обл., Нижньосірогозький район, селище міського типу Нижні Сірогози, ВУЛ. МИРУ, будинок 13",
Всеукраїнське об’єднання “Батьківщина”,Нововоронцовська районна організація ,,34137213,"74200, Херсонська обл., Нововоронцовський район, селище міського типу Нововоронцовка, ВУЛИЦЯ ЛЕНІНА, будинок 28","74200, Херсонська обл., Нововоронцовський район, селище міського типу Нововоронцовка, вул. Леніна, будинок 28",
Всеукраїнське об’єднання “Батьківщина”,Новотроїцька районна організація,,25929748,"75300, Херсонська обл., Новотроїцький р-н, смт. Новотроїцьке, вул. Білошкури, буд. 14","75300, Херсонська обл., Новотроїцький р-н, смт. Новотроїцьке, вул. Гагаріна, буд. 20-А, офіс 2",
Всеукраїнське об’єднання “Батьківщина”,Скадовська районна організація,,33271798,"75700, Херсонська обл., Скадовський р-н, м. Скадовськ, вул. Пролетарська, буд. 21, кв. 2","75700, Херсонська обл., Скадовський р-н, м. Скадовськ, вул. Пролетарська, буд. 21, кв. 2",
Всеукраїнське об’єднання “Батьківщина”,Цюрупинська районна організація,,25929530,"75100, Херсонська обл., Олешківський район, місто Олешки, ВУЛИЦЯ ГВАРДІЙСЬКА, будинок 17","75100, Херсонська обл., Олешківський район, місто Олешки, вул. ГВАРДІЙСЬКА, будинок 17",
Всеукраїнське об’єднання “Батьківщина”,Чаплинська районна організація,,34237131,"75200, Херсонська обл., Чаплинський район, селище міського типу Чаплинка, ВУЛИЦЯ ГРУШЕВСЬКОГО (ЛЕНІНА), будинок 16-Г, квартира 9","75200, Херсонська обл., Чаплинський район, селище міського типу Чаплинка, вул. ГРУШЕВСЬКОГО (ЛЕНІНА), будинок 16-Г, квартира 9",
Всеукраїнське об’єднання “Батьківщина”,Хмельницька обласна організація ,,22777686,"29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ПРОСКУРІВСЬКА, будинок 17","29000, Хмельницька обл., місто Хмельницький, вул. ПРОСКУРІВСЬКА, будинок 17","Хмельницьке обласне управління АТ ""Ощадбанк"", МФО 315784, р/р 26008300794470"
Всеукраїнське об’єднання “Батьківщина”,Кам’янець-Подільська міська організація,,25889575,"32300, Хмельницька обл., місто Кам'янець-Подільський, ПРОСПЕКТ ГРУШЕВСЬКОГО, будинок 46, кімната 604,605","32300, Хмельницька обл., місто Кам'янець-Подільський, проспект ГРУШЕВСЬКОГО, будинок 46, кімната 604,605","Хмельницька філія ЗАТ КБ ""ПриватБанк"", МФО 315405, р/р 26001052404469, №26058052403532"
Всеукраїнське об’єднання “Батьківщина”,Нетішинська міська організація,,25835036,"30100, Хмельницька обл., місто Нетішин, вул. Лісова, будинок 3","30100, Хмельницька обл., місто Нетішин, вул. Лісова, будинок 3","Хмельницьке обласне управління АТ ""Ощадбанк"" в ТВБВ 10022/0138, р/р 26008300794908"
Всеукраїнське об’єднання “Батьківщина”,Славутська міська організація ,,25834887,"30000, Хмельницька обл., місто Славута, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 57, квартира 3","30000, Хмельницька обл., місто Славута, вул. Соборності, будинок 24","ПАТ КБ ""Приватбанк"" Код ЄДРПОУ 14360570, код банку 315405, р/р№26000052300241"
Всеукраїнське об’єднання “Батьківщина”,Старокостянтинівська міська організація ,,25834673,"31100, Хмельницька обл., місто Старокостянтинів, ВУЛИЦЯ ЗАМКОВА, будинок 16","31100, Хмельницька обл., місто Старокостянтинів, вул. Миру, будинок 19/2","ПАТ КБ ""Приватбанк"" Код ЄДРПОУ 14360570, код банку 315405, р/р№2600505242133"
Всеукраїнське об’єднання “Батьківщина”,Хмельницька міська організація ,,25879370,"29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ПРОСКУРІВСЬКА, будинок 17","29000, Хмельницька обл., місто Хмельницький, вул. ПРОСКУРІВСЬКА, будинок 17","ПАТ ""Укрсоцбанк"", МФО 300023, поточний рах. 26004011542602; ПАТ ""Укрсоцбанк"", МФО 300023, поточний рах. 26052011661245"
Всеукраїнське об’єднання “Батьківщина”,Шепетівська міська організація ,,25993226,"30405, Хмельницька обл., місто Шепетівка, ВУЛИЦЯ ОСТРОВСЬКОГО, будинок 9, квартира 84","30405, Хмельницька обл., місто Шепетівка, вул. ОСТРОВСЬКОГО, будинок 6","Хмельницька філія ЗАТ КБ ""ПриватБанк"", МФО 315405, р/р 26003052405336, №26058052404371 (картковий)"
Всеукраїнське об’єднання “Батьківщина”,Білогірська районна організація ,,33977690,"30200, Хмельницька обл., Білогірський район, селище міського типу Білогір'я, ВУЛИЦЯ ШЕВЧЕНКА, будинок 72Б","30200, Хмельницька обл., Білогірський район, селище міського типу Білогір'я, вул. ШЕВЧЕНКА, будинок 72 Б","ПАТ КБ ""ПриватБанк"", МФО 315405, р/р 26003052325579"
Всеукраїнське об’єднання “Батьківщина”,Віньковецька районна організація ,,25879246,"32500, Хмельницька обл., Віньковецький район, селище міського типу Віньківці, ВУЛИЦЯ СОБОРНОЇ УКРАЇНИ, будинок 8/3","32500, Хмельницька обл., Віньковецький район, селище міського типу Віньківці, вул. СОБОРНОЇ УКРАЇНИ, будинок 8/3","ПАТ КБ ""ПриватБанк"", МФО 315405, р/р 26007052313510"
Всеукраїнське об’єднання “Батьківщина”,Волочиська районна організація ,,25889569,"31200, Хмельницька обл., Волочиський район, м. Волочиськ, вул. Незалежності, б. 207А","31200, Хмельницька обл., Волочиський район, м. Волочиськ, вул. Незалежності, б. 207А","ПАТ КБ ""Приватбанк"" МФО 315405 №26006052428332; ПАТ КБ ""Приватбанк"" МФО 315405 №26053052417705"
Всеукраїнське об’єднання “Батьківщина”,Городоцька районна організація ,,25834634,"32000, Хмельницька обл., Городоцький район, місто Городок, вул. Грушевського, 57","32000, Хмельницька обл., Городоцький район, місто Городок, вул. Грушевського, 57","ПАТ ""Укрсоцбанк"", МФО 300023, поточний рах. 26003011977193"
Всеукраїнське об’єднання “Батьківщина”,Деражнянська районна організація ,,33809235,"32200, Хмельницька обл., Деражнянський район, місто Деражня, ВУЛИЦЯ Миру, будинок 52","32200, Хмельницька обл., Деражнянський район, місто Деражня, вул. Миру, будинок 52",
Всеукраїнське об’єднання “Батьківщина”,Дунаєвецька районна організація ,,25879298,"32400, Хмельницька обл., Дунаєвецький район, місто Дунаївці, ВУЛИЦЯ ІІІ ІНТЕРНАЦІОНАЛУ, будинок 24","32400, Хмельницька обл., Дунаєвецький район, місто Дунаївці, вул. Горького, будинок 1а","Хмельницьке обласне управління АТ ""Ощадбанк"" в ТВБВ 10022/066, р/р 26006300846513"
Всеукраїнське об’єднання “Батьківщина”,Ізяславська районна організація ,,25879269,"30300, Хмельницька обл., Ізяславський район, місто Ізяслав, вул. Подільська, б. 3","30300, Хмельницька обл., Ізяславський район, місто Ізяслав, вул. Подільська, б. 3","ПАТ КБ ""ПРИВАТБАНК"" Код 315405 р/р: 26007052308633"
Всеукраїнське об’єднання “Батьківщина”,Кам'янець-Подільська районна організація ,,25889552,"32300, Хмельницька обл., місто Кам'янець-Подільський, ПРОСПЕКТ ГРУШЕВСЬКОГО, будинок 46, кімната 511","32300, Хмельницька обл., місто Кам'янець-Подільський, проспект ГРУШЕВСЬКОГО, будинок 46, кімната 511","Хмельницька філія ЗАТ КБ ""ПриватБанк"", МФО 315405, р/р 26004060713406, р/р 26052060682051"
Всеукраїнське об’єднання “Батьківщина”,Красилівська районна організація,,34025908,"31000, Хмельницька обл., Красилівський р-н, м. Красилів, вул. Котовського, б. 18-В","31000, Хмельницька обл., Красилівський р-н, м. Красилів, вул. Котовського, б. 18-В",
Всеукраїнське об’єднання “Батьківщина”,Летичівська районна організація ,,25879275,"31500, Хмельницька обл., Летичівський район, селище міського типу Летичів, ВУЛИЦЯ Шірпала Леоніда , будинок 8/1","31500, Хмельницька обл., Летичівський район, селище міського типу Летичів, вул. Шірпала Леоніда , будинок 8/1","ПАТ КБ ""ПРИВАТБАНК"" Код 315405 р/р: 26005052300224"
Всеукраїнське об’єднання “Батьківщина”,Новоушицька районна організація ,,25889598,"32600, Хмельницька обл., Новоушицький район, селище міського типу Нова Ушиця, ВУЛИЦЯ ПОДІЛЬСЬКА, будинок 27","32600, Хмельницька обл., Новоушицький район, селище міського типу Нова Ушиця, вул. ПОДІЛЬСЬКА, будинок 27",
Всеукраїнське об’єднання “Батьківщина”,Полонська районна організація ,,25834901,"30500, Хмельницька обл., Полонський район, місто Полонне, ВУЛИЦЯ ЛЕСІ УКРАЇНКИ, будинок 113, корпус Б","30500, Хмельницька обл., Полонський район, місто Полонне, вул. ЛЕСІ УКРАЇНКИ, будинок 113, корпус Б","ПАТ КБ ""Приватбанк"", МФО 315405, р/р 26004052300441"
Всеукраїнське об’єднання “Батьківщина”,Славутська районна організація ,,25889581,"30000, Хмельницька обл., місто Славута, ВУЛИЦЯ ПОЛІСЬКА, будинок 48","30000, Хмельницька обл., місто Славута, вул. Соборності, будинок 24","ПАТ КБ ""Приватбанк"" Код ЄДРПОУ 14360570, код банку 315405, р/р№26006052303480"
Всеукраїнське об’єднання “Батьківщина”,Старокостянтинівська районна організація ,,25834663,"31100, Хмельницька обл., місто Старокостянтинів, ВУЛИЦЯ МИРУ, будинок 12","31100, Хмельницька обл., місто Старокостянтинів, вул. МИРУ, будинок 19/2","ПАТ КБ ""Приватбанк"", МФО 315405, р/р 26001052301852"
Всеукраїнське об’єднання “Батьківщина”,Старосинявська районна організація ,,25921586,"31400, Хмельницька обл., Старосинявський район, селище міського типу Стара Синява, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 52","31400, Хмельницька обл., Старосинявський район, селище міського типу Стара Синява, вул. ГРУШЕВСЬКОГО, будинок 52","ПАТ КБ ""Приватбанк"", МФО 315405, р/р 26004052315920"
Всеукраїнське об’єднання “Батьківщина”,Теофіпольська районна організація ,,25834657,"30600, Хмельницька обл., Теофіпольський район, селище міського типу Теофіполь, вул. Юності, будинок 17","30600, Хмельницька обл., Теофіпольський район, селище міського типу Теофіполь, вул. Юності, будинок 17","ХФ ПАТ КБ ""ПриватБанк"", МФО 315405, р/р 26000052404545"
Всеукраїнське об’єднання “Батьківщина”,Хмельницька районна організація ,,25834870,"29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ПРОСКУРІВСЬКА, будинок 17","29000, Хмельницька обл., місто Хмельницький, вул. ПРОСКУРІВСЬКА, будинок 17",
Всеукраїнське об’єднання “Батьківщина”,Чемеровецька районна організація ,,25834893,"31400, Хмельницька обл., Чемеровецький район, селище міського типу Чемерівці, ВУЛИЦЯ ГУСЯТИНСЬКЕ ШОСЕ, будинок 4","31400, Хмельницька обл., Чемеровецький район, селище міського типу Чемерівці, вул. ГУСЯТИНСЬКЕ ШОСЕ, будинок 4",
Всеукраїнське об’єднання “Батьківщина”,Шепетівська районна організація ,,25889546,"30400, Хмельницька обл., м. Шепетівка, вул. Небесної сотні, б. 112Г","30400, Хмельницька обл., м. Шепетівка, вул. Небесної сотні, б. 112Г",
Всеукраїнське об’єднання “Батьківщина”,Ярмолинецька районна організація ,,25834150,"32100, Хмельницька обл., Ярмолинецькийрайон, смт Ярмолинці, Площа 600-річчя Ярмолинець, 3","32100, Хмельницька обл., Ярмолинецькийрайон, смт Ярмолинці, Площа 600-річчя Ярмолинець, 3","ПАТ КБ ""Приватбанк"", МФО 315405, р/р 26001052314656"
Всеукраїнське об’єднання “Батьківщина”,Черкаська обласна організація,,25770087,"18000, Черкаська обл., місто Черкаси, ВУЛИЦЯ СМІЛЯНСЬКА, будинок 23, офіс 35","18000, Черкаська обл., місто Черкаси, вул. СМІЛЯНСЬКА, будинок 23, офіс 35","ПАТ КБ ""Приватбанк"", МФО 354347, р/р 26003051521053"
Всеукраїнське об’єднання “Батьківщина”,Ватутінська міська організація,,25947870,"20250, Черкаська обл., місто Ватутіне, вул. Франка, будинок 3, кв.3","20250, Черкаська обл., місто Ватутіне, вул. Франка, будинок 3, кв.3",
Всеукраїнське об’єднання “Батьківщина”,Золотоніська міська організація,,25947887,"19700, Черкаська обл., місто Золотоноша, ВУЛИЦЯ БАХА, будинок 51, квартира 1","19700, Черкаська обл., місто Золотоноша, вул. БАХА, будинок 51, квартира 1",
Всеукраїнське об’єднання “Батьківщина”,Канівська міська організація,,25922290,"19000, Черкаська обл., місто Канів, ВУЛИЦЯ ВИШНЕВА, будинок 2, квартира 2","19000, Черкаська обл., місто Канів, вул. ВИШНЕВА, будинок 2, квартира 2",
Всеукраїнське об’єднання “Батьківщина”,Смілянська міська організація,,25947924,"20700, Черкаська обл., м. Сміла, вул. Свердлова, буд. 87","20700, Черкаська обл., м. Сміла, вул. Свердлова, буд. 87",
Всеукраїнське об’єднання “Батьківщина”,Уманська міська організація,,25974306,"20300, Черкаська обл., місто Умань, ВУЛИЦЯ ПІОНТКОВСЬКОГО, будинок 10","20300, Черкаська обл., місто Умань, вул. ПІОНТКОВСЬКОГО, будинок 10",
Всеукраїнське об’єднання “Батьківщина”,Черкаська міська організація,,25947918,"18000, Черкаська обл., місто Черкаси, ВУЛИЦЯ СМІЛЯНСЬКА, будинок 23, офіс 35","18000, Черкаська обл., місто Черкаси, вул. СМІЛЯНСЬКА, будинок 23, офіс 35","ПАТ КБ ""Приватбанк"", код ЄДРПОУ 1436570, р/р 26001051524483, р/р 26009051544283"
Всеукраїнське об’єднання “Батьківщина”,Соснівська районна організація,,25947930,"18000, Черкаська обл., місто Черкаси, ВУЛИЦЯ СМІЛЯНСЬКА, будинок 23, офіс 35","18000, Черкаська обл., місто Черкаси, вул. СМІЛЯНСЬКА, будинок 23, офіс 35",
Всеукраїнське об’єднання “Батьківщина”,Городищенська районна організація,,26096807,"19500, Черкаська обл., Городищенський район, місто Городище, ВУЛИЦЯ МИРУ, будинок 52","19500, Черкаська обл., Городищенський район, місто Городище, вул. МИРУ, будинок 52",
