???? ?????????? ??????? ? ??????? ?????????? ??????,???????????? ?????,????? ?????????????? ?????????,??? (??? ???. ????)/????? (??? ??. ????),???????????????? ??? (??? ???. ????)/??? ?????? (??? ??. ????),????? ?????????? (??? ???. ????)/???????? ?????? (??? ??. ????),??????? ??????????? ???????,??? ?????,???? (???),??? ???????????,??? ???????,??????,??????? ???????????,????? ???????,???????,
2017-06-30,"?? ""?????????”",42058861,"???????? ?????????? ?????????? ??????????? ???? ""?????????""",20953647,?. ??????????,??????? ???????,3.3.8,100,???????? ?????,???????? ???????,??????????? ????,?????????????? ??????? ???????????,26000010007869,?????????????? ???????,
2017-05-12,"?? ""????????""",31,??? ??????? ????????? ??????????,,"????????? ???., ????? ??????? ",?????????? ????????????? ?????????,3.4.2,6240,??????? ?????,???????? ???????,??????????? ????,????????? ??????? ???????????,26008301680625,????????? ???????,
2017-05-12,"?? ""????????""",27,??? ???????? ???? ????????,,"????????? ???., ????? ??????? ",???????????? ????????,3.1.1,9500,??????? ?????,???????? ???????,??????????? ????,????????? ??????? ???????????,26008301680625,????????? ???????,
2017-05-12,"?? ""????????""",28,??? ???????? ????????? ????????,,"????????? ???., ????? ??????? ",?????????? ????????,3.4.2,11600,??????? ?????,???????? ???????,??????????? ????,????????? ??????? ???????????,26008301680625,????????? ???????,
2017-05-12,"?? ""????????""",26,"??? ""?????-?????""",,"????????? ???.,?????????????,????? ????????,2/1",???????? ????????,3.4.2,750,???????? ?????,???????? ???????,??????????? ????,????????? ??????? ???????????,26008301680625,????????? ???????,
2017-05-12,"?? ""????????""",29,"??? ""????????? ???""",,"????????? ???.,?????????????,???. ??????,20,9",?????????? ????????,3.4.2,3300,???????? ?????,???????? ???????,??????????? ????,????????? ??????? ???????????,26008301680625,????????? ???????,
2017-05-12,"?? ""????????""",30,"??? ""??????????????""",,"????????? ???.,?????????????,???. ??????????,3",???????? ???????????? ?????????? ????,3.4.2,7800,???????? ?????,???????? ???????,??????????? ????,????????? ??????? ???????????,26008301680625,????????? ???????,
2017-05-12,"?? ""????????""",163959561,"?? ""????????""",,"????????? ???.,?????????????,???. ???????????,36",??????? ?? ?????????????? ???????,3.3.8,60,???????? ?????,???????? ???????,??????????? ????,????????? ??????? ???????????,26008301680625,????????? ???????,
2017-05-12,"?? ""????????""",163983861,"?? ""????????""",,"????????? ???.,?????????????,???. ???????????,36",?????????????? ????????? ??????,3.3.5,149,???????? ?????,???????? ???????,??????????? ????,????????? ??????? ???????????,26008301680625,????????? ???????,
2017-04-19,"??? ""????""",52,??????? ????? ??????????,,?.?????????,????????? ????? ,3.5.1,2818,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",52,???????? ??????? ?????????,,?.?????????,????????? ????? ,3.5.1,1610,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",52,????????? ?????? ??????????,,?.?????????,????????? ????? ,3.5.1,2415,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-27,"??? ""????""",64,??????? ????? ??????????,,?.?????????,????????? ????? ,3.5.1,2817,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-27,"??? ""????""",64,????????? ?????? ??????????,,?.?????????,????????? ????? ,3.5.1,2415,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-27,"??? ""????""",64,???????? ??????? ?????????,,?.?????????,????????? ????? ,3.5.1,1610,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-19,"??? ""????""",67,??????? ????? ??????????,,?.?????????,????????? ????? ,3.5.1,2818,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-19,"??? ""????""",67,????????? ?????? ??????????,,?.?????????,????????? ????? ,3.5.1,2415,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-19,"??? ""????""",67,???????? ??????? ?????????,,?.?????????,????????? ????? ,3.5.1,1610,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ""????""",75,???????? ??????? ?????????,,?.?????????,????????? ????? ,3.5.1,1610,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ""????""",75,????????? ?????? ??????????,,?.?????????,????????? ????? ,3.5.1,2415,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ""????""",75,??????? ????? ??????????,,?.?????????,????????? ????? ,3.5.1,2817,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",87,????????? ?????? ??????????,,?.?????????,????????? ????? ,3.5.1,2415,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",87,???????? ??????? ?????????,,?.?????????,????????? ????? ,3.5.1,1610,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",87,??????? ????? ??????????,,?.?????????,????????? ????? ,3.5.1,2818,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-29,"??? ""????""",96,???????? ??????? ?????????,,?.?????????,????????? ????? ,3.5.1,1610,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-29,"??? ""????""",96,????????? ?????? ??????????,,?.?????????,????????? ????? ,3.5.1,2415,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-29,"??? ""????""",96,??????? ????? ??????????,,?.?????????,????????? ????? ,3.5.1,2817,??????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-05,"??? ""????""",0.707.8289,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,100,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",58,"??? ""??? ??????""",40196287,"?. ????, ???.??????????,???.46",??????? ????????,3.3.5,256,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ?? ""??????????""",55,"?? ""??????""",3361508,"?.?????????, ???.?????????,7",?? ??????? ????,3.3.6,"30,55",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",927905889,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",663301593,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",134765991,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",863038904,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",500729697,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",674824819,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",955287362,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",192632665,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",329319632,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",106112975,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",49,?????????????? ?? ? ????.??????,37989721,"?. ?????????, ???.130-? ???????????? ???????, ???. 114","?????????? ???? 1,5%",3.6.3,255,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",51,?????????????? ?? ? ????.??????,37989721,"?. ?????????, ???.130-? ???????????? ???????, ???. 114",????,3.6.1,3060,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",50,????????????? ???? ????.??????????,39883670,"?. ?????????, ???.130-? ???????????? ???????, ???. 114",???  22%,3.6.2,3740,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",53,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"47,9",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",57,?????? ? ???.???????,40109084,"?.?????????, ???.??????????,84",??????? ???????,3.3.10,"92,17",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ""????""",56,?????? ? ???.???????,40109084,"?.?????????, ???.??????????,84",??????? ???????,3.3.10,"467,45",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"?? ""??????????""",54,"??????????? ?-? ??? ""??????????""",21560766,"?.??????, ???.??????????,26",????????????????? ???????,3.3.5,"197,96",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,"??? ?? ""??????????""",59,"??? ""???????????""",32035610,"?.????????? ,???.??????.???.92",??????????????  ???????,3.3.6,"674,98",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,???????,???395736,"??? ""???""",32007740,"?.??????,??.?????? 104?",?? ????? ??????,3.3.10,"234,76",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-19,???????,??? 00009234,"??? ""???? ??????""",38324133,"?. ?????????, ???.????????,313, ",???????? ??????????,3.3.10,90,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-21,"??? ""????""",442581879,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-21,"??? ""????????""",62,"??????????? ?-? ??? ""??????????""",21560766,"?.??????, ???.??????????,26",????????????????? ???????,3.3.5,"197,96",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-26,"??? ""????""",947215053,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-26,"??? ""????""",63,"????""??????""?????.???????""",2472200,"?. ?????????, ??.????, ???.19",?? ???? ??????,3.1.1,"3999,6",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-27,"??? ""????""",65,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"47,89",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-05,"??? ""????""",246554961,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-05,"??? ""????""",0.707.8282,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,100,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-05,"??? ""????""",66,"????""??????""?????.???????""",2472200,"?. ?????????, ??.????, ???.19",?? ?????????? ???????,3.2.3,1416,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-19,"??? ""????""",642899992,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-19,"??? ""????""",790889878,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-19,"??? ""????""",685797186,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-19,"??? ""????""",68,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"47,9",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-19,"??? ""????""",70,?????????????? ?? ? ????.??????,37989721,"?. ?????????, ???.130-? ???????????? ???????, ???. 114","?????????? ???? 1,5%",3.6.3,255,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-19,"??? ""????""",71,?????????????? ?? ? ????.??????,37989721,"?. ?????????, ???.130-? ???????????? ???????, ???. 114",????,3.6.1,3060,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-19,"??? ""????""",69,????????????? ???? ????.??????????,39883670,"?. ?????????, ???.130-? ???????????? ???????, ???. 114",???  22%,3.6.2,3740,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-25,"??? ""????""",74,"??? ""??? ??????""",40196287,"?. ????, ???.??????????,???.46",??????? ????????,3.3.5,256,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-25,"?? ""??????????""",73,"??????????? ?-? ??? ""??????????""",21560766,"?.??????, ???.??????????,26",????????????????? ???????,3.3.5,199,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-25,"??? ?? ""??????????""",72,"??? ""???????????""",32035610,"?.????????? ,???.??????.???.92",??????????????  ???????,3.3.2,"674,98",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-25,"??? ""????""",280229173,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-25,"??? ""????""",843157070,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-25,"??? ""????""",787485235,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ""????""",779134289,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ""????""",682417648,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ?? ""??????????""",79,"?? ""??????""",3361508,"?.?????????, ???.?????????,7",?? ??????? ????,3.3.6,"30,55",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ""????""",304130802,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ""????""",78,?????? ? ???.???????,40109084,"?.?????????, ???.??????????,84",??????? ???????,3.3.10,"92,17",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ""????""",77,?????? ? ???.???????,40109084,"?.?????????, ???.??????????,84",??????? ???????,3.3.10,"467,45",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ""????""",76,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"47,89",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ""????""",80,"???""????????????????????",33760279,"?.????????? ,???.????????????,1",?? ??????? ???????,3.3.5,"18074,12",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-26,"??? ""????""",480282937,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-29,"??? ""????""",569426147,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-29,"??? ""????""",2.86602616,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-29,"??? ""????????""",82,"??????????? ?-? ??? ""??????????""",21560766,"?.??????, ???.??????????,26",????????????????? ???????,3.3.5,199,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-05-29,"?? ""????????""",81,"??? ""???? ????????????????""",0.00131268,"?.?????????, ???.??????,2",?? ??????? ??????????????,3.3.6,"352,56",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-06,"??? ""????""",0.707.9968,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,100,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-08,"??? ""????""",767097566,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-08,"??? ?? ""???????-????""",83,"??? ""?????""",547660117,"?. ????,???.?????????,4-?",?? ??????? ???,3.3.8,168,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",94,?????? ? ???.???????,40109084,"?.?????????, ???.??????????,84",??????? ???????,3.3.10,"92,17",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",93,?????? ? ???.???????,40109084,"?.?????????, ???.??????????,84",??????? ???????,3.3.10,"467,45",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ?? ""??????????""",92,"??? ""???????????""",32035610,"?.????????? ,???.??????.???.92",??????????????  ???????,3.3.6,"674,98",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????????""",82,"??????????? ?-? ??? ""??????????""",21560766,"?.??????, ???.??????????,26",????????????????? ???????,3.3.5,200,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",90,"??? ""??? ??????""",40196287,"?. ????, ???.??????????,???.46",??????? ????????,3.3.5,256,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"?? ""????????""",89,"??? ""???? ????????????????""",0.00131268,"?.?????????, ???.??????,2",?? ??????? ??????????????,3.3.6,"933,32",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",165579147,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"47,9",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",85,?????????????? ?? ? ????.??????,37989721,"?. ?????????, ???.130-? ???????????? ???????, ???. 114","?????????? ???? 1,5%",3.6.3,255,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",84,?????????????? ?? ? ????.??????,37989721,"?. ?????????, ???.130-? ???????????? ???????, ???. 114",????,3.6.1,3060,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",86,????????????? ???? ????.??????????,39883670,"?. ?????????, ???.130-? ???????????? ???????, ???. 114",???  22%,3.6.2,3740,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",324925998,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",984601867,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",422086689,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",937689993,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",119424663,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",410156003,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",2.50903357,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"0,85",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",469824229,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-15,"??? ""????""",711044671,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-20,"??? ?? ""??????????""",95,"?? ""??????""",3361508,"?.?????????, ???.?????????,7",?? ??????? ????,3.3.6,"45,84",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-20,"??? ""????""",657200763,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,2,???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-06-29,"??? ""????""",97,"??? ""????""",14282829,"?. ?????????, ???. ????????, ???. 39?",???????,3.3.8,"47,89",???????? ?????,???????? ???????,??????????? ????,????????????? ?????? ???????????,2600214189,???????? ???????,
2017-04-05,??? “???? ??????”,498,??? ?????? ????? ???????????,,"???????, ?. ?????",?????????? ????????? ????????,3.5.2,2100,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-04-05,??? “???? ??????”,497,??? ????????? ????????? ?????????????,,"???????, ?. ?????",?????????? ????????? ????????,3.5.2,7700,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-04-27,??? “???? ??????”,503,??? ?????? ????? ???????????,,"???????, ?. ?????",?????????? ????????? ????????,3.5.2,3855,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-04-27,??? “???? ??????”,504,??? ???????-???????? ?.?.,,"???????, ?. ?????",?????????? ????????? ????????,3.5.2,4248,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-04-27,??? “???? ??????”,501,??? ???????? ?.?.,,"???????, ?. ?????",?????????? ????????? ????????,3.5.2,2800,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-05-04,??? “???? ??????”,505,??? ????????? ????????? ?????????????,,"???????, ?. ?????",?????????? ????????? ????????,3.5.2,700,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-05-25,??? “???? ??????”,506,??? ????????? ????????? ?????????????,,"???????, ?. ?????",?????????? ????????? ????????,3.5.2,5040,??????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-04-05,??? “???? ??????”,577797,"??? ""???? ??????""",26237202,"???????, ?.???????????????,???.???????????,24",???????????? ?????????????? ???????,3.3.8,4,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-04-27,??? “???? ??????”,499,"?? ""?????""",35818901,"???????, ????? ?????, ???. ?????????, ??????? 14, ???????? 233",?????????? ????????? ????????,3.5.2,15000,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-04-27,??? “???? ??????”,500,"??? ""????""",32184188,"???????, ????? ?????, ???. ???????????, ??????? 18, ???????? 49",?????????? ????????? ????????,3.5.2,7200,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-04-28,??? “???? ??????”,380125,"??? ""???? ??????""",26237202,"???????, ?.???????????????,???.???????????,24",???????????? ?????????????? ???????,3.3.8,10,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
2017-04-28,??? “???? ??????”,386165,"??? ""???? ??????""",26237202,"???????, ?.???????????????,???.???????????,24",???????????? ?????????????? ???????,3.3.8,100,???????? ?????,???????? ???????,??????????? ????,??????? ??????? ???????????,26007010349074,??????? ???????,
