id,Партія,Область,Місцева організація,Ідентифікаційний код юридичної особи за ЄДРПОУ,Місцезнаходження,Фактичне місцезнаходження,"Реквізити банків, у яких відкрито рахунки"
,"Всеукраїнське об'єднання ""Батьківщина""",Волинська область,Шацька районна організація,25910000,"44000, Волинська обл., Шацький район, селище міського типу Шацьк, ВУЛИЦЯ ПРИРОДНА, будинок 33","44000, Волинська обл., Шацький район, селище міського типу Шацьк, вул. Шковороди, будинок 13",—
,"Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська область,Шевченківська районна організація,25841386,"49005, Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ ГЕРОЇВ КРУТ, будинок 16","49005, Дніпропетровська обл., місто Дніпро, ВУЛИЦЯ ГЕРОЇВ КРУТ, будинок 16","ПАТ КБ ""ПриватБанк"", МФО 305299, р/р 26007050261196"
,"Всеукраїнське об'єднання ""Батьківщина""",Львівська область,Шевченківська районна організація,25256717,"79005, Львівська обл., місто Львів, ВУЛ.І.ФРАНКА, будинок 16","79005, Львівська обл., місто Львів, ВУЛ.І.ФРАНКА, будинок 16",—
,"Всеукраїнське об'єднання ""Батьківщина""",Київ,Шевченківська районна організація,21715980,"03190, м.Київ, вул. Саратовська, буд. 10-А","04111, м. Київ, вул. Ставропольська, буд.3-А, офіс 1.",—
,"Всеукраїнське об'єднання ""Батьківщина""",Харківська область,Шевченківська районна організація,25862642,"63601, Харківська обл., Шевченківський район, селище міського типу Шевченкове, ВУЛИЦЯ ЛЕНІНА, будинок 5","63601, Харківська обл., Шевченківський район, селище міського типу Шевченкове, вул. Центральна, будинок 5",—
,"Всеукраїнське об'єднання ""Батьківщина""",Чернівецька область,Шевченківська районна організація,21445261,"58000, Чернівецька обл., місто Чернівці, ВУЛ.ГОЛОВНА, будинок 22","58000, Чернівецька обл., місто Чернівці, ВУЛ.ГОЛОВНА, будинок 22",—
,"Всеукраїнське об'єднання ""Батьківщина""",Хмельницька область,Шепетівська міська організація,25993226,"30405, Хмельницька обл., місто Шепетівка, ВУЛИЦЯ ОСТРОВСЬКОГО, будинок 9, квартира 84","30405, Хмельницька обл., місто Шепетівка, ВУЛИЦЯ ОСТРОВСЬКОГО, будинок 9, квартира 84","Хмельницька філія ЗАТ КБ ""ПриватБанк"", МФО 315405, р/р 26003052405336"
,"Всеукраїнське об'єднання ""Батьківщина""",Хмельницька область,Шепетівська районна організація,25889546,"30400, Хмельницька обл., м. Шепетівка, вул. Карла Маркса, б. 69","30400, Хмельницька обл., м. Шепетівка, вул. Карла Маркса, б. 69",—
,"Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська область,Широківська районна організація,25841410,"53700, Дніпропетровська обл., Широківський район, селище міського типу Широке, вул. Леніна, будинок 104-А","53700, Дніпропетровська обл., Широківський район, селище міського типу Широке, вул. Леніна, будинок 108","ПАТ КБ ""Приватбанк"", МФО 305750, р/р 26000053512505"
,"Всеукраїнське об'єднання ""Батьківщина""",Одеська область,Ширяївська районна організація,26133690,"66800, Одеська обл., Ширяївський район, селище міського типу Ширяєве, ВУЛИЦЯ КОРОБЧЕНКО, будинок 25","66800, Одеська обл., Ширяївський район, селище міського типу Ширяєве, ВУЛИЦЯ КОРОБЧЕНКО, будинок 25",—
,"Всеукраїнське об'єднання ""Батьківщина""",Полтавська область,Шишацька районна організація,25913138,"38000, Полтавська обл., Шишацький район, селище міського типу Шишаки, ВУЛИЦЯ ПАВЛИКА, будинок 2","38000, Полтавська обл., Шишацький район, селище міського типу Шишаки, ВУЛИЦЯ ПАВЛИКА, будинок 2",—
,"Всеукраїнське об'єднання ""Батьківщина""",Сумська область,Шосткинська міська організація,24015880,"41100, Сумська обл., місто Шостка, ВУЛИЦЯ ДЕПУТАТСЬКА, будинок 1","41100, Сумська обл., місто Шостка, ВУЛИЦЯ ДЕПУТАТСЬКА, будинок 1","ПАТ КБ ""ПРИВАТБАНК"", МФО 337546, пот.рах. №26000055023775"
,"Всеукраїнське об'єднання ""Батьківщина""",Сумська область,Шосткинська районна організація,24016322,"41100, Сумська обл., місто Шостка, ВУЛИЦЯ ДЕПУТАТСЬКА, будинок 1","41100, Сумська обл., місто Шостка, ВУЛИЦЯ ДЕПУТАТСЬКА, будинок 1","ПАТ КБ ""Приватбанк"", МФО 337546, р/р 26005055023327"
,"Всеукраїнське об'єднання ""Батьківщина""",Черкаська область,Шполянська районна організація,25947893,"20600, Черкаська обл., Шполянський район, місто Шпола, ВУЛИЦЯ ЛЕНІНА, будинок 35","20600, Черкаська обл., Шполянський район, місто Шпола, ВУЛИЦЯ ЛЕНІНА, будинок 35",—
,"Всеукраїнське об'єднання ""Батьківщина""",Тернопільська область,Шумська районна організація,32807965,"47100, Тернопільська обл., Шумський район, місто Шумськ, ВУЛИЦЯ ВОЛИНСЬКА, будинок 1","47100, Тернопільська обл., Шумський район, місто Шумськ, ВУЛИЦЯ ВОЛИНСЬКА, будинок 1",—
,"Всеукраїнське об'єднання ""Батьківщина""",Чернігівська область,Щорська районна організація,25786674,"15200, Чернігівська обл., Сновський район, місто Сновськ, ВУЛИЦЯ СВЕРДЛОВА, будинок 2, квартира 16","15200, Чернігівська обл., Сновський район, місто Сновськ, ВУЛИЦЯ СВЕРДЛОВА, будинок 2, квартира 16",—
,"Всеукраїнське об'єднання ""Батьківщина""",Одеська область,Южненська міська організація,26133903,"65481, Одеська обл., місто Южне, ПРОСПЕКТ ЛЕНІНА, будинок 9, корпус Г","65481, Одеська обл., місто Южне, ПРОСПЕКТ ЛЕНІНА, будинок 9, корпус Г",—
,"Всеукраїнське об'єднання ""Батьківщина""",Миколаївська область,Южноукраїнська міська організація,23407520,"55000, Миколаївська обл., місто Южноукраїнськ, ПРОММАЙДАНЧИК, будинок 26","55000, Миколаївська обл., місто Южноукраїнськ, ПРОММАЙДАНЧИК, будинок 26",—
,"Всеукраїнське об'єднання ""Батьківщина""",Дніпропетровська область,Юр'ївська районна організація,25841427,"51300, Дніпропетровська обл., Юр'ївський район, селище міського типу Юр'ївка, вул. Леніна, будинок 104-А","51300, Дніпропетровська обл., Юр'ївський район, селище міського типу Юр'ївка, вул. Леніна, будинок 104-А",—
,"Всеукраїнське об'єднання ""Батьківщина""",Львівська область,Яворівська районна організація,25258975,"81000, Львівська обл., Яворівський р-н, м.Яворів, вул.Львівська, 28","81000, Львівська обл., Яворівський р-н, м.Яворів, вул.Львівська, 28",—
,"Всеукраїнське об'єднання ""Батьківщина""",Київська область,Яготинська районна організація,25951156,"07700, Київська обл., Яготинський район, місто Яготин, ВУЛИЦЯ ІНТЕРНАЦІОНАЛІСТІВ, будинок 68","07700, Київська обл., Яготинський район, місто Яготин, ВУЛИЦЯ ІНТЕРНАЦІОНАЛІСТІВ, будинок 68","Яготинське відділення №10026/0594 філії Головного управління по м. Києву та Київській обл. ПАТ ""Державний Ощадний банк України"", МФО 322669, ЄДРПОУ 09322277, р/р 26000300390509"
,"Всеукраїнське об'єднання ""Батьківщина""",Запорізька область,Якимівська районна організація,40595152,"72503, Запорізька обл., Якимівський район, селище міського типу Якимівка, ВУЛИЦЯ МОЛОДИХ ПАТРІОТІВ , будинок 7, кімната 58","72503, Запорізька обл., Якимівський район, селище міського типу Якимівка, ВУЛИЦЯ МОЛОДИХ ПАТРІОТІВ , будинок 7, кімната 58",—
,"Всеукраїнське об'єднання ""Батьківщина""",Вінницька область,Ямпільська районна організація,26076087,"24500, Вінницька обл., Ямпільський район, місто Ямпіль, ВУЛИЦЯ ЛЕНІНА, будинок 65","24500, Вінницька обл., Ямпільський район, місто Ямпіль, ВУЛИЦЯ ЛЕНІНА, будинок 65",—
,"Всеукраїнське об'єднання ""Батьківщина""",Івано-Франківська область,Яремчанська міська організація,33921359,"78500, Івано-Франківська обл., місто Яремче, вул. Свободи, буд. 255, корпус А","78500, Івано-Франківська обл., місто Яремче, вул. Свободи, буд. 264 А",—
,"Всеукраїнське об'єднання ""Батьківщина""",Хмельницька область,Ярмолинецька районна організація,25834150,"32100, Хмельницька обл., Ярмолинецькийрайон, смт Ярмолинці, Площа 600-річчя Ярмолинець, 3","32100, Хмельницька обл., Ярмолинецькийрайон, смт Ярмолинці, Площа 600-річчя Ярмолинець, 3","ПАТ КБ ""Приватбанк"", МФО 315405, р/р 26001052314656"
,"Об’єднання ""Самопоміч""",Україна,Центральний офіс,38558365,"79012, Львівська обл., місто Львів, ВУЛИЦЯ САХАРОВА, будинок 42","79012, Львівська обл., місто Львів, ВУЛИЦЯ САХАРОВА, будинок 42",
,"Об’єднання ""Самопоміч""",Житомирська область,Андрушівська районна організація,39932916,"13401, Житомирська обл., Андрушівський район, місто Андрушівка, вул. ЗАЗУЛІНСЬКОҐО, буд. 10, кв. 23","13401, Житомирська обл., Андрушівський р-н, м.Андрушівка, вул. Людмили Волошки, 17",рахунок відсутній
,"Об’єднання ""Самопоміч""",Житомирська область,Баранівська районна організація,39915995,"12700, Житомирська обл., Баранівський район, місто Баранівка, вул. СОБОРНА, буд. 5, кімн. 15",,"Житомирське РУ ПАТ ""ПриватБанк""{ЄДРПОУ 14360570, МФО 311744), р.р. № 26003055805103"
,"Об’єднання ""Самопоміч""",Вінницька область,Барська районна організація,39919455,"23000, Вінницька обл., Барський район, місто Бар, вул. РОЗИ ЛЮКСЕМБУРГ, буд. 52","Вінницька обл., Барський район, м, Бар, вул. Героїв Майдану, 6, офіс 7 (4 поверх)","Філія - Вінницьке обласне управління АТ ""Ощадбанку ТВБВ 10001/056 (ЄДРПОУ 09302607, МФО 302076) р.р. № 2600171311565"
,"Об’єднання ""Самопоміч""",Житомирська область,Бердичівська міська організація,40012509,"13300, Житомирська обл., місто Бердичів, вул. ЄВРОПЕЙСЬКА, буд. 26",,"ТВБВ№ 10005/083 філія-Житомирського обласного управління АТ ""Ощадбанк"" (ЄДРПОУ 09311380, МФО 300465), р.р. № 26008301906419"
,"Об’єднання ""Самопоміч""",Житомирська область,Бердичівська районна організація,39915010,"13300, Житомирська обл., м. Бердичів, вул. ШЕЛУШКОВА, буд. 23",,рахунок відсутній
,"Об’єднання ""Самопоміч""",Вінницька область,Вінницька міська організація,39916686,"21000, Вінницька обл., місто Вінниця, вул. СОБОРНА, буд. 72",,"Вінницька філія ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570, МФО 302689) р.р. №26001055325259 ПАТ АБ ""Укргазбанк"" МФО 320478 р/р: 26009924419253.980"
,"Об’єднання ""Самопоміч""",Вінницька область,Вінницька обласна організація,39983473,"21000, Вінницька обл., місто Вінниця, вул. СОБОРНА, буд. 72, кв. 109",,"Вінницька філія ПАТ «Приватбанк», МФО 302689, Р/р № 26007055327455"
,"Об’єднання ""Самопоміч""",Волинська область,Волинська обласна організація,39923587,"43000, Волинська обл., місто Луцьк, вул. СТРІЛЕЦЬКА, буд. 27, кв. ЗО",,"Філія Волинське головне регіональне управління ПАТ КБ ""Приватбанк” (МФО 303440, ЄДРПОУ 13369965), р.р. № 26002055509934 ПАТ АБ ""Укргазбанк"" відділення №102/02 МФО 320478 р/р №26000924419122"
,"Об’єднання ""Самопоміч""",Вінницька область,Гайсинська районна організація,39927487,"23700, Вінницька обл., Ґайсинський район, місто Гайсин, ПІВНІЧНА, буд. 14",,"Відділення №260/01 ПАТ АБ ""Укргазбанк"" { МФО 320478, ЄДРПОУ 23697280), р.р. № 26003288682.980"
,"Об’єднання ""Самопоміч""",Сумська область,Глухівська міська організація,39957768,"41400, Сумська обл., місто Глухів, вул. ВОЗНЕСЕНСЬКА, буд. 54, кв. 5",,"ПАТ КБ ""Приватбанк"", МФО 305299, р/р 2600 9055 01 8606"
,"Об’єднання ""Самопоміч""",Дніпропетровська область,Дніпровська міська організація,39959985,"Дніпропетровська обл., місто Дніпро, ПРОСПЕКТ ОЛЕКСАНДРА ПОЛЯ, буд. 106, приміщення 5","49000, Дніпропетровська область, місто Дніпро, вул.Старокозацька, буд. 62","""Дніпропетровська регіональна дирекція"" Центральне відділення №10 ПАТ ""АКБ ""Конкорд"" (МФО 307350, ЄДРПОУ 34514392), р.р. № 26004001280001 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р. №26003924419196"
,"Об’єднання ""Самопоміч""",Дніпропетровська область,Дніпропетровська обласна організація,39957684,"49000, Дніпропетровська обл., місто Дніпро, вул. КОМСОМОЛЬСЬКА, буд. 48, офіс 205","49000, Дніпропетровська область, місто Дніпро, вул.Старокозацька, буд. 62","""Дніпропетровська регіональна дирекція"" Центральне відділення №10 ПАТ ""АКБ ""Конкорд"" (МФО 307350, ЄДРПОУ 34514392), р.р. № 26006001255001 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р. №26001924419381"
,"Об’єднання ""Самопоміч""",Житомирська область,Житомирська міська організація,39847464,"10001, Житомирська обл., місто Житомир, вул. ВАТУТІНА, буд. 184, офіс 313",,"Житомирське управління АТ «УкрСиббанк» (МФО 351005, ЄДРПОУ 09807750), р.р. № 26001570238300 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р. №26006924419115.980"
,"Об’єднання ""Самопоміч""",Житомирська область,Житомирська обласна організація,39964204,"10001, Житомирська обл., місто Житомир, вул. ВАТУТІНА, буд. 184, офіс 313",,"Відділення 467 АТ «УкрСиббанк» (ЄДРПОУ 09807750, МФО 351005), р.р. № 26058000054911 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р. №26009924419048.980"
,"Об’єднання ""Самопоміч""",Житомирська область,Житомирська районна організація,39931252,"10014, Житомирська обл., м. Житомир, вул. ВЕЛИКА БЕРДИЧІВСЬКА, буд, 9",,рахунок відсутній
,"Об’єднання ""Самопоміч""",Вінницька область,Жмеринська міська організація,39956958,"23100, Вінницька обл., місто Жмеринка, вул. ШЕВЧЕНКА, буд. 2",—,"ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570, МФО 302689), р.р. № 26426055300581"
,"Об’єднання ""Самопоміч""",Закарпатська область,Закарпатська обласна організація,39966276,"88018, Закарпатська обл., місто Ужгород, вул. КАПУШАНСЬКА, буд. 82 А",,"Ужгородське регіональне відділення ПАТ ""Банк інвестиції та заощадження"" (ЄДРПОУ 33695095, МФО 380281), р.р. № 260058922001 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р. №26006924419290"
,"Об’єднання ""Самопоміч""",Запорізька область,Запорізька міська організація,39924890,"69123, Запорізька обл., місто Запоріжжя, БУЛЬВАР БУДІВЕЛЬНИКІВ, буд. 10, кв, 66",,"Відділення ""Маяковське” ПАТ ""БАНК КРЕДИТ ДНІПРО"" у м. Запоріжжя (ЄДРПОУ 14352406, МФО 305749), р.р. № 2600531005901 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р. №26008924419362"
,"Об’єднання ""Самопоміч""",Запорізька область,Запорізька обласна організація,39961879,"69039, Запорізька обл., місто Запоріжжя, вул. СОЛІДАРНОСТІ, буд.57-В",,"Відділення ""Маяковське"" ПАТ ""БАНК КРЕДИТ ДНІПРО"" у м. Запоріжжя {ЄДРПОУ 14352406, МФО 305749), р.р. № 2600631005801 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р. №260009274419371"
,"Об’єднання ""Самопоміч""",Рівненська область,Здолбунівська районна організація,39959524,"35700, Рівненська обл., Здолбунівський район, місто Здолбунів, вул. СТЕФАНОВИЧА, буд. 1-А",,"Центральне Здолбунівське відділення ПАТ ""Райффайзен Банк Аваль"" (ЄДРПОУ 14305909, МФО 380805), р.р. № 260014952247"
,"Об’єднання ""Самопоміч""",Львівська область,Золочівська районна організація,39960849,"80700, Львівська обл., Золочівський район, місто Золочів, вул. МАРІЇ ФЕНЬВЕШІ, буд. 1",,рахунки не відкривалися
,"Об’єднання ""Самопоміч""",Івано-Франківська область,Івано-Франківська обласна організація,39927768,"76005, Івано-Франківська обл., місто Івано-Франківськ, вул. НАЦІОНАЛЬНОЇ ГВАРДІЇ, буд. ЗА",—,"Друге міське відділення ПАТ ""Райффайзен банк Аваль"", (ЄДРПОУ 14305909, МФО 380805), р.р. № 26000492575 ПАТ АБ ""Укргазбанк"" №47/08 МФО 320478 р.р. №26000924418985"
,"Об’єднання ""Самопоміч""",Дніпропетровська область,Кам'янська міська організація,39942966,"51931, Дніпропетровська обл., місто Кам’янське, ПРОСПЕКТ СВОБОДИ, буд. 47",,"ПАТ КБ ""Приватбанк"" р/р 26008050255435 МФО 305299"
,"Об’єднання ""Самопоміч""",Херсонська область,Каховська міська організація,39921904,"74800, Херсонська обл., місто Каховка, вул. КАРНА ЛІБКНЕХТА, буд. 122",,"ПАТ КБ ""Приватбанк"", МФО 352479 № 26004052203832"
,"Об’єднання ""Самопоміч""",Київ,Київська міська організація,39842314,"01033, м.Київ, вул. ВОЛОДИМИРСЬКА, буд. 61/11, кв. 44",,"ПАТ ""Укрсоцбанк"" МФО 300023, код ЄДРПОУ 00039019, р/р 26007011663072 ПАТ АБ ""Укргазбанк"" МФО 320478, р.р №26004924419292.980"
,"Об’єднання ""Самопоміч""",Київська область,Київська обласна організація,39922721,"01010, м.Київ, вул. МИКОЛИ ГАЙЦАНА, буд. 2А, офіс 104","м. Київ, бульв. Л. Українки, буд 26Б, оф. 901","ПАТ ""Укрсоцбанк"" МФО 300023, код ЄДРПОУ 00039019, р.р 26009011670892. 26051011670914 ПАТ АБ ""Укргазбанк"" МФО 320478, р.р №26007924419329.980"
,"Об’єднання ""Самопоміч""",Кіровоградська область,Кіровоградська обласна організація,39934913,"25006, Кіровоградська обл., місто Кіровоград, ПРОСПЕКТ КОМУНІСТИЧНИЙ, буд. 22/12","25006, Кіровоградська обл., м.Кропивницький, вул.Дворцова, буд, 16/7","ПАТ «УкрСиббанк» {ЄДРПОУ 09807750, МФО 351005), р.р. № 26005573546200, р.р. №26056000053668 ПАТ АБ ""Укргазбанк"" МФО 320478, р.р №26007924420170"
,"Об’єднання ""Самопоміч""",Вінницька область,Козятинська міська організація,39921836,"22120, Вінницька область, м. Козятин, вул. П.Орлика, 12",,"ПАТ КБ ""Приватбанк"", МФО 302689, № 26006055322365"
,"Об’єднання ""Самопоміч""",Івано-Франківська область,Коломийська міська організація,39934583,"78200, Івано-Франківська обл., місто Коломия, вул. ЧОРНОВОЛА В’ЯЧЕСЛАВА, буд. 26, кв. 3",,"Івано-Франківська філія ПАТ КБ «Приватбанк», (ЄДРПОУ 14360570, МФО 336677), р.р. № 26003052516971"
,"Об’єднання ""Самопоміч""",Одеська область,Комінтернівська районна організація,39976356,"67562, Одеська обл., Комінтернівський район, село Крижанівка, вул. ВИШНЕВА, буд. 2",,Не відкривався
,"Об’єднання ""Самопоміч""",Полтавська область,Комсомольська міська організація,39957113,"39800, Полтавська обл,, місто Горішні Плавні, вул. ДОБРОВОЛЬСЬКОГ О, буд. 47",,"ПАТ КБ «ПРИВАТБАНК» (ЄДРПОУ 14360570, МФО 331401), адреса банку: 39803, Полтавська обл., р.р. №26008054625201"
,"Об’єднання ""Самопоміч""",Сумська область,Конотопська міська організація,39922934,"41600, Сумська обл., місто Конотоп, вул. БРАТІВ РАДЧЕНКІВ, буд. 48",—,"Сумська філія ПАТ КБ ""Приватбанк"" (ЄДРПОУ14360570, МФО 337546) р.р. № 2600 00 55 02 1669"
,"Об’єднання ""Самопоміч""",Сумська область,Конотопська районна організація,39959000,"41600, Сумська обл., місто Конотоп, вул. БРАТІВ РАДЧЕНКІВ, буд. 48",,"ПАТ КБ ""ПРИВАТБАНК"", код банку 337546, № 2600 2055 017701"
,"Об’єднання ""Самопоміч""",Рівненська область,Костопільська районна організація,39925596,"35000, Рівненська обл., Костопільський район, місто Костопіль, вул. ПРОЕКТОВА, буд. 65","35000, Рівненська обл., Костопільський р-н, м.Костопіль, вул. Нова 1 Д",Рахунок не відкривали
,"Об’єднання ""Самопоміч""",Донецька область,Краматорська міська організація,39992303,"84301, Донецька обл., місто Краматорськ, вул. КАТЕРИНИЧА, буд. 18, кв. 1-Н",—,"ПАТ КБ ""Приватбанк"" ЄДРПОУ 14360570, МФО 335548, р.р. №26429053600104"
,"Об’єднання ""Самопоміч""",Донецька область,Красноармійська міська організація,39965475,"85300, Донецька обл., місто Покровськ, вул. ГОРЬКОГО, буд. 51, кімн. 201",,рахунок закритий
,"Об’єднання ""Самопоміч""",Полтавська область,Кременчуцька міська організація,39953260,"39600, Полтавська обл., місто Кременчук, вул. ПЕРЕМОГИ, буд. ЗА",,"Кременчуцьке відділення ПАТ ""УКРСОЦБАНК"" (ЄДРПОУ 00039619, МФО 300023), р.р. № 26007011696726"
,"Об’єднання ""Самопоміч""",Дніпропетровська область,Криворізька міська організація,40300153,"50086, Дніпропетровська обл., місто Кривий Ріг, ПРОСПЕКТ ГАГАРІНА, буд. 59",,"Відділення №1 ПУМБ в м. Кривий Ріг (ЄДРПОУ 14282829, МФО 334851), р.р. № 2600720237, р.р. № 2605310004"
,"Об’єднання ""Самопоміч""",Луганська область,Лисичанська міська організація,39929840,"93107, Луганська обл., місто Лисичанськ, КВАРТАЛ ДРУЖБИ НАРОДІВ, буд. 33, кв. 23",,рахунок відсутній
,"Об’єднання ""Самопоміч""",Львівська область,Львівська міська організація,39378876,"79012, Львівська обл., місто Львів, вул. САХАРОВА, буд. 42",,"Акціонерне товариство ""Укрсиббанк"", МФО 351005, р/р 26000567039900"
,"Об’єднання ""Самопоміч""",Львівська область,Львівська обласна організація,38582948,"79012, Львівська обл,, місто Львів, вул. САХАРОВА, буд. 42",,"АТ ""УкрСиббанк"", МФО 351005, р/р 26000 5844 53600"
,"Об’єднання ""Самопоміч""",Дніпропетровська область,Марганецька міська організація,39955179,"53400, Дніпропетровська обл., місто Марганець, вул. РАДЯНСЬКА, буд. 164",,"ТВБВ №10003/0376 філії-Дніпропетровське обласне управління АТ ""Ощадбанк"" (ЄДРПОУ 09305480, МФО 305482),р.р. № 26003300503147"
,"Об’єднання ""Самопоміч""",Донецька область,Маріупольська міська організація,39955577,"87500, Донецька обл., місто Маріуполь, ПРОСПЕКТ БУДІВЕЛЬНИКІВ, буд. 77","87515, Донецька обл., м.Маріуполь, вул.Італійська, буд. 35",немає рахунку
,"Об’єднання ""Самопоміч""",Запорізька область,Мелітопольська міська організація,39964031,"72313, Запорізька обл., місто Мелітополь, ПРОСПЕКТ 50 РІЧЧЯ ПЕРЕМОГИ, буд. 37",,"Запорізьке регіональне управління ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570, МФО 313399), п.р. № 26008055723683"
,"Об’єднання ""Самопоміч""",Миколаївська область,Миколаївська міська організація,39925432,"54001, Миколаївська обл., місто Миколаїв, вул. ШЕВЧЕНКА, буд. 50",,"Філія ""Миколаївське регіональне управління"" ПАТ КБ ""ПРИВАТБАНК"", МФО 326610, ЄДРПОУ 39925432, р/р 26422053200741 р/р 26007053222865 ПАТ АБ ""Укргазбанк"" МФО 320478, р.р №26000924419520.980"
,"Об’єднання ""Самопоміч""",Одеська область,Одеська міська організація,39923299,"65023, Одеська обл., місто Одеса, вул. НІЖИНСЬКА, буд. 42",,"Відділення № 26 ПАТ «Банк Восток» (ЄДРПОУ 26237202, МФО 307129), р.р. № 26007010353673"
,"Об’єднання ""Самопоміч""",Одеська область,Одеська обласна організація,40565738,"65059, Одеська обл., місто Одеса, ПРОСПЕКТ АДМІРАЛЬСЬКИЙ, буд. 34-А",,"ПАТ КБ ""Приватбанк"" МФО 328704, р.р.26009054334237 ПАТ АБ ""Укргазбанк"" МФО 320478, р.р №26001924419217.980"
,"Об’єднання ""Самопоміч""",Житомирська область,Олевська районна організація,39963719,"11000, Житомирська обл., Олевський район, місто Олевськ, вул. ГЕТЬМАНА ВИГОВСЬКОГО, буд. 34",,рахунок відсутній
,"Об’єднання ""Самопоміч""",Дніпропетровська область,Павлоградська міська організація,39953496,"51400, Дніпропетровська обл., місто Павлоград, вул. ЛЕНІНА, буд. 107","51400, Дніпропетровська обл., м. Павлоград, вул. Плеханова, буд. 9А","Відділення ""Дніпропетровське регіональне управління"" ПАТ КБ ""Приватбанк"" (ЄДРПОУ 14360570, МФО 305299), р.р. № р/р 26008050251729"
,"Об’єднання ""Самопоміч""",Полтавська область,Полтавська міська організація,39959676,"36020, Полтавська обл., місто Полтава, вул. ПАРИЗЬКОЇ КОМУНИ, 20/1","36020, Полтавська обл., місто Полтава, пров. Шухевича, 4, кім. 2","Полтавське відділення ПАТ ""Укрсоцбанк"" (ЄДРПОУ 00039619, МФО 300023), р.р. № 26005011698005 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р. №26000924419218"
,"Об’єднання ""Самопоміч""",Полтавська область,Полтавська обласна організація,39995908,"36020, Полтавська обл., місто Полтава, вул. ПАРИЗЬКОЇ КОМУНИ, буд. 20/1","36020, Полтавська обл., місто Полтава, пров. Шухевича, 4, кім. 2","Полтавське відділення ПАТ ’’Укрсоцбанк"" {ЄДРПОУ 00039619, МФО 300023), р.р. № 26001011697884 ПАТ АБ ""Укргазбанк"" МФО 320478, р.р №26002924419216"
,"Об’єднання ""Самопоміч""",Житомирська область,Радомишльська районна організація,39942730,"12201, Житомирська обл., Радомишльський р-н, м. Радомишль, вул. ВЕЛИКА ЖИТОМИРСЬКА, буд. 1/2",,рахунок відсутній
,"Об’єднання ""Самопоміч""",Рівненська область,Рівненська міська організація,39930531,"33028, Рівненська обл., місто Рівне, вул. ГЕТЬМАНА МАЗЕПИ, буд. 4А/6А, офіс 202",,"Рівненська філія ПАТ КБ ""ПРИВАТ БАНК"" (ЄДРПОУ 14360570, МФО 333391), р.р. № 26001054714034 ПАТ АБ ""Укргазбанк"" МФО 320478 р.р.№26005924419194"
,"Об’єднання ""Самопоміч""",Рівненська область,Рівненська районна організація,39962689,"35361, Рівненська обл., Рівненський район, село Дядьковичі, вул. МЛИНІВСЬКА, буд. 26","33001, Рівненська обл., м.Рівне, вул. П.Могили, буд.22б","Рівненська філія ПАТ КБ к «ПРИВАТБАНК» (Код ЄДРПОУ 14360570, МФО 333391), р/р № рахунку 26000054717805"
,"Об’єднання ""Самопоміч""",Луганська область,Сєвєродонецька міська організація,39957375,"93409, Луганська обл., місто Сєвєродонецьк, ПРОСПЕКТ КОСМОНАВТІВ, буд. 4, кв. 29",,"Луганська філія ПАТ КБ ""ПРИВАТБАНК"" (ЄДРПОУ 14360570, МФО 304795), р.р. № 26424053700459, № 2642 8053 700369, № 2600 5053 7180 53"
,"Об’єднання ""Самопоміч""",Донецька область,Слов’янська міська організація,39935110,"84100, Донецька обл., місто Слов'янськ, вул. СВОБОДИ, буд. 6, кімн. 4",,ПАТ КБ «Приватбанк» код 14360570 п/рах 26009053615423
,"Об’єднання ""Самопоміч""",Луганська область,Старобільська районна організація,39966070,"92740, Луганська обл., Старобільський район, село Чмирівка, вул. МИРУ, буд. 24",,"ПАТ КБ ""ПРИВАТБАНК"", Луганська філія -14360570, р/р №26008053717028"
,"Об’єднання ""Самопоміч""",Сумська область,Сумська міська організація,39915822,"40021, Сумська обл., місто Суми, вул. ФЕДЬКА, буд. 6","40021, Сумська обл., місто Суми, вул. Козацький вал, 1, оф.5","ТВБВ № 10018/0148 Філії-Сумського обласного управління АТ «Ощадбанк» (ЄДРПОУ 09337356, МФО 337568), р.р. № 26000300954126 ПАТ АБ ""Укргазбанк"" МФО 320478, р.р. №26003924419293.980"
,"Об’єднання ""Самопоміч""",Сумська область,Сумська обласна організація,40782474,"40021, Сумська обл., місто Суми, вул. ФЕДЬКА, буд. 6","40021, Сумська обл., місто Суми, вул. Козацький вал, 1, оф.5",рахунок відсутній
