Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,Column
невідомо,поточний рахунок,211137,0,"Всеукраїнське об'єднання ""Батьківщина""",Косівська районна організація,33909127,Івано-Франківська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211138,0,"Всеукраїнське об'єднання ""Батьківщина""",Надвірнянська районна організація,33617462,Івано-Франківська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211139,0,"Всеукраїнське об'єднання ""Батьківщина""",Рогатинська районна організація,33958902,Івано-Франківська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211131,0,"Всеукраїнське об'єднання ""Батьківщина""",Рожнятівська районна організація,33484074,Івано-Франківська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007052532962,0,"Всеукраїнське об'єднання ""Батьківщина""",Снятинська районна організація,33820039,Івано-Франківська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111310,0,"Всеукраїнське об'єднання ""Батьківщина""",Тисменицька районна організація,33914032,Івано-Франківська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211132,0,"Всеукраїнське об'єднання ""Батьківщина""",Тлумацька районна організація,33586911,Івано-Франківська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211130,0,"Всеукраїнське об'єднання ""Батьківщина""",Яремчанська міська організація,33921359,Івано-Франківська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005053009101,0,"Всеукраїнське об'єднання ""Батьківщина""",Баришівська районна організація,25822915,Київська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26004300264318,"57,66","Всеукраїнське об'єднання ""Батьківщина""",Білоцерківська міська організація,25822507,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008053004103,"2013,85","Всеукраїнське об'єднання ""Батьківщина""",Білоцерківська районна організація,26002120,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053013972,0,"Всеукраїнське об'єднання ""Батьківщина""",Богуславська районна організація,25951162,Київська область,30.09.2017,3,2017,
"АБ ""Укргазбанк""",поточний рахунок,26009212004314,0,"Всеукраїнське об'єднання ""Батьківщина""",Бориспільська районна організація,25951185,Київська область,30.09.2017,3,2017,
"АБ ""Укргазбанк""",поточний рахунок,26007212004327,0,"Всеукраїнське об'єднання ""Батьківщина""",Бориспільська міська організація,25951133,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053168170,0,"Всеукраїнське об'єднання ""Батьківщина""",Бородянська районна організація,25931580,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008053149303,"522,27","Всеукраїнське об'єднання ""Батьківщина""",Броварська міська організація,25951446,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053010633,"4799,14","Всеукраїнське об'єднання ""Батьківщина""",Броварська районна організація,26078643,Київська область,30.09.2017,3,2017,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26001011962348,"792,75","Всеукраїнське об'єднання ""Батьківщина""",Бучанська міська організація,35095489,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005053001369,0,"Всеукраїнське об'єднання ""Батьківщина""",Васильківська міська організація,26002114,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053155833,0,"Всеукраїнське об'єднання ""Батьківщина""",Васильківська районна організація,25927063,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008053013484,"218,79","Всеукраїнське об'єднання ""Батьківщина""",Вишгородська районна організація,25951149,Київська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111430,0,"Всеукраїнське об'єднання ""Батьківщина""",Володарська районна організація,25979108,Київська область,30.09.2017,3,2017,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26002011951983,0,"Всеукраїнське об'єднання ""Батьківщина""",Ірпінська міська організація,25951179,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053004898,88,"Всеукраїнське об'єднання ""Батьківщина""",Києво-Святошинська районна організація,25979137,Київська область,30.09.2017,3,2017,
"АБ ""Укргазбанк""",поточний рахунок,26004924426650,"10445,76","Всеукраїнське об'єднання ""Батьківщина""",Київська обласна організація,21710792,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053011546,0,"Всеукраїнське об'єднання ""Батьківщина""",Макарівська районна організація,25951084,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053160853,0,"Всеукраїнське об'єднання ""Батьківщина""",Рокитнянська районна організація,26078651,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005053153239,0,"Всеукраїнське об'єднання ""Батьківщина""",Сквирська районна організація,25950665,Київська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111431,0,"Всеукраїнське об'єднання ""Батьківщина""",Славутицька міська організація,36005679,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053170161,18,"Всеукраїнське об'єднання ""Батьківщина""",Ставищенська районна організація,26078716,Київська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26008300277970,"390,94","Всеукраїнське об'єднання ""Батьківщина""",Таращанська районна організація,25822878,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053161352,0,"Всеукраїнське об'єднання ""Батьківщина""",Тетіївська районна організація,36178843,Київська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053006274,0,"Всеукраїнське об'єднання ""Батьківщина""",Фастівська районна організація,26078703,Київська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26000300390509,0,"Всеукраїнське об'єднання ""Батьківщина""",Яготинська районна організація,25951156,Київська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211162,0,"Всеукраїнське об'єднання ""Батьківщина""",Новоархангельська районна організація,23234261,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211149,0,"Всеукраїнське об'єднання ""Батьківщина""",Бобринецька районна організація,23234226,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211150,0,"Всеукраїнське об'єднання ""Батьківщина""",Вільшанська районна організація,23234309,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211151,0,"Всеукраїнське об'єднання ""Батьківщина""",Гайворонська районна організація,23234367,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211152,0,"Всеукраїнське об'єднання ""Батьківщина""",Голованівська районна організація,33649976,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211154,0,"Всеукраїнське об'єднання ""Батьківщина""",Добровеличківська районна організація,25812971,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211153,0,"Всеукраїнське об'єднання ""Батьківщина""",Долинська районна організація,33921469,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211155,0,"Всеукраїнське об'єднання ""Батьківщина""",Знам’янська районна організація,23234373,Кіровоградська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004312273001,"1414,46","Всеукраїнське об'єднання ""Батьківщина""",Кіровоградська обласна організація,24146984,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211157,0,"Всеукраїнське об'єднання ""Батьківщина""",Кіровоградська районна організація,23234278,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211158,0,"Всеукраїнське об'єднання ""Батьківщина""",Кіровська районна організація,23234321,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211156,0,"Всеукраїнське об'єднання ""Батьківщина""",Компаніївська районна організація,33356580,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211159,0,"Всеукраїнське об'єднання ""Батьківщина""",Ленінська районна організація,23234338,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211143,0,"Всеукраїнське об'єднання ""Батьківщина""",Знам’янська міська організація,23234315,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211144,0,"Всеукраїнське об'єднання ""Батьківщина""",Кіровоградська міська організація,23234255,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211145,0,"Всеукраїнське об'єднання ""Батьківщина""",Олександрійська міська організація,24717116,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211142,0,"Всеукраїнське об'єднання ""Батьківщина""",Світловодська міська організація,23234284,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211167,0,"Всеукраїнське об'єднання ""Батьківщина""",Маловисківська районна організація,24718191,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211161,0,"Всеукраїнське об'єднання ""Батьківщина""",Новгородківська районна організація,23234290,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211160,0,"Всеукраїнське об'єднання ""Батьківщина""",Новомиргородська районна організація,25812957,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211163,0,"Всеукраїнське об'єднання ""Батьківщина""",Новоукраїнська районна організація,23234232,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111175,0,"Всеукраїнське об'єднання ""Батьківщина""",Великоолександрівська районна організація,36271415,Херсонська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211164,0,"Всеукраїнське об'єднання ""Батьківщина""",Олександрійська районна організація,25812963,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211165,0,"Всеукраїнське об'єднання ""Батьківщина""",Онуфріївська районна організація,25812940,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211166,0,"Всеукраїнське об'єднання ""Батьківщина""",Петрівська районна організація,25812934,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211146,0,"Всеукраїнське об'єднання ""Батьківщина""",Світловодська районна організація,23234344,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211147,0,"Всеукраїнське об'єднання ""Батьківщина""",Ульяновська районна організація,23234350,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211148,0,"Всеукраїнське об'єднання ""Батьківщина""",Устинівська районна організація,23234210,Кіровоградська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211117,0,"Всеукраїнське об'єднання ""Батьківщина""",Лисичанська міська організація,25926767,Луганська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005053714488,"12,97","Всеукраїнське об'єднання ""Батьківщина""",Луганська обласна організація,25060552,Луганська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211122,0,"Всеукраїнське об'єднання ""Батьківщина""",Марківська районна організація,33211463,Луганська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006053726475,0,"Всеукраїнське об'єднання ""Батьківщина""",Новоайдарська районна організація,36836900,Луганська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053722828,"569,94","Всеукраїнське об'єднання ""Батьківщина""",Сєвєродонецька міська організація,37218546,Луганська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053722722,137,"Всеукраїнське об'єднання ""Батьківщина""",Старобільська районна організація,34962307,Луганська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26008300557006,"376,77","Всеукраїнське об'єднання ""Батьківщина""",Бориславська міська організація,25258685,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26005300558752,"119,59","Всеукраїнське об'єднання ""Батьківщина""",Бродівська районна організація,25254434,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26000300553893,"194,45","Всеукраїнське об'єднання ""Батьківщина""",Буська районна організація,25256924,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26001300573537,0,"Всеукраїнське об'єднання ""Батьківщина""",Галицька районна організація,33921537,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26000300560756,"243,95","Всеукраїнське об'єднання ""Батьківщина""",Городоцька районна організація,33811878,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26006300558740,"1220,52","Всеукраїнське об'єднання ""Батьківщина""",Дрогобицька міська організація,25257295,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26009300454012,"46,55","Всеукраїнське об'єднання ""Батьківщина""",Дрогобицька районна організація,25257088,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26002300561430,"81,1","Всеукраїнське об'єднання ""Батьківщина""",Жидачівська районна організація,25252659,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26005300562340,"58,02","Всеукраїнське об'єднання ""Батьківщина""",Жовківська районна організація,25256485,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26006300560545,157,"Всеукраїнське об'єднання ""Батьківщина""",Залізнична районна організація,33894966,Львівська область,30.09.2017,3,2017,
"ПАТ ""Кредобанк""",поточний рахунок,2600401064845,"3205,7","Всеукраїнське об'єднання ""Батьківщина""",Золочівська районна організація,25253624,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26007300565356,"129,55","Всеукраїнське об'єднання ""Батьківщина""",Кам’янка-Бузька районна організація,25258550,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26006300573673,"208,04","Всеукраїнське об'єднання ""Батьківщина""",Личаківська районна організація,25255971,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26001300560551,"133,01","Всеукраїнське об'єднання ""Батьківщина""",Львівська міська організація,37693380,Львівська область,30.09.2017,3,2017,
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26009223347,"897,22","Всеукраїнське об'єднання ""Батьківщина""",Львівська обласна організація,25249083,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26006300552940,"551,82","Всеукраїнське об'єднання ""Батьківщина""",Миколаївська районна організація,25255505,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26009300575333,"209,86","Всеукраїнське об'єднання ""Батьківщина""",Моршинська міська організація,33892119,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26009300552505,616,"Всеукраїнське об'єднання ""Батьківщина""",Мостиська районна організація,25257639,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26002300553222,"1051,86","Всеукраїнське об'єднання ""Батьківщина""",Новороздільська міська організація,33756901,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26001300558013,0,"Всеукраїнське об'єднання ""Батьківщина""",Перемишлянська районна організація,25258981,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26006300560460,"315,09","Всеукраїнське об'єднання ""Батьківщина""",Пустомитівська районна організація,25253883,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок," 26 006 300 560 459,00₴ ","335,56","Всеукраїнське об'єднання ""Батьківщина""",Радехівська районна організація,25259791,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26002300562309,"146,31","Всеукраїнське об'єднання ""Батьківщина""",Самбірська міська організація,33865132,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26001300554169,0,"Всеукраїнське об'єднання ""Батьківщина""",Самбірська районна організація,33408061,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26009300560553,"790,91","Всеукраїнське об'єднання ""Батьківщина""",Сихівська районна організація,26307138,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26002300562848,78,"Всеукраїнське об'єднання ""Батьківщина""",Сколівська районна організація,25257125,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26003300165846,"6812,23","Всеукраїнське об'єднання ""Батьківщина""",Сокальська районна організація,25257579,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26004300570593,"118,59","Всеукраїнське об'єднання ""Батьківщина""",Старосамбірська районна організація,25261339,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26002300558023,"165,79","Всеукраїнське об'єднання ""Батьківщина""",Стрийська міська організація,25254014,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26006300560404,"204,97","Всеукраїнське об'єднання ""Батьківщина""",Стрийська районна організація,26127011,Львівська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,2600705372085,"10633,19","Всеукраїнське об'єднання ""Батьківщина""",Трускавецька міська організація,25255149,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,260033012203,"3050,21","Всеукраїнське об'єднання ""Батьківщина""",Турківська районна організація,25259806,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26008300566138,268,"Всеукраїнське об'єднання ""Батьківщина""",Франківська районна організація,25257220,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26001300585503,"138,03","Всеукраїнське об'єднання ""Батьківщина""",Червоноградська міська організація,25262652,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26001300573537,0,"Всеукраїнське об'єднання ""Батьківщина""",Шевченківська районна організація,25841386,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26006300564507,"1378,72","Всеукраїнське об'єднання ""Батьківщина""",Яворівська районна організація,25258975,Львівська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26005300825758,0,"Всеукраїнське об'єднання ""Батьківщина""",Арбузинська районна організація,23624698,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211172,0,"Всеукраїнське об'єднання ""Батьківщина""",Баштанська районна організація,26029509,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111432,0,"Всеукраїнське об'єднання ""Батьківщина""",Березанська районна організація,26029308,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111433,0,"Всеукраїнське об'єднання ""Батьківщина""",Березнегуватська районна організація,26029490,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211173,0,"Всеукраїнське об'єднання ""Батьківщина""",Вітовська районна організація,26029426,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211174,0,"Всеукраїнське об'єднання ""Батьківщина""",Вознесенська міська організація,26029320,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211175,0,"Всеукраїнське об'єднання ""Батьківщина""",Вознесенська районна організація,26029343,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211176,0,"Всеукраїнське об'єднання ""Батьківщина""",Єланецька районна організація,26029277,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211177,0,"Всеукраїнське об'єднання ""Батьківщина""",Корабельна районна організація,26029389,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211178,0,"Всеукраїнське об'єднання ""Батьківщина""",Кривоозерська районна організація,26029366,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211179,0,"Всеукраїнське об'єднання ""Батьківщина""",Ленінська районна організація,23234338,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211180,0,"Всеукраїнське об'єднання ""Батьківщина""",Миколаївська міська організація,26029283,Миколаївська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053221668,0,"Всеукраїнське об'єднання ""Батьківщина""",Миколаївська обласна організація,23405295,Миколаївська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26008300792424,11,"Всеукраїнське об'єднання ""Батьківщина""",Миколаївська районна організація,25255505,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111366,0,"Всеукраїнське об'єднання ""Батьківщина""",Новобузька районна організація,26029432,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111372,0,"Всеукраїнське об'єднання ""Батьківщина""",Очаківська міська організація,33964261,Миколаївська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053218304,0,"Всеукраїнське об'єднання ""Батьківщина""",Первомайська міська організація,26029254,Миколаївська область,30.09.2017,3,2017,
"АТ ""Ощадбанк""",поточний рахунок,26005300824146,0,"Всеукраїнське об'єднання ""Батьківщина""",Первомайська районна організація,36200653,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111391,0,"Всеукраїнське об'єднання ""Батьківщина""",Снігурівська районна організація,26029202,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211182,0,"Всеукраїнське об'єднання ""Батьківщина""",Центральна районна організація,25841404,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211183,0,"Всеукраїнське об'єднання ""Батьківщина""",Южноукраїнська міська організація,23407520,Миколаївська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211184,0,"Всеукраїнське об'єднання ""Батьківщина""",Ананьївська районна організація,26133738,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211185,0,"Всеукраїнське об'єднання ""Батьківщина""",Арцизька районна організація,26133827,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211186,0,"Всеукраїнське об'єднання ""Батьківщина""",Балтська міська організація,40422467,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211187,0,"Всеукраїнське об'єднання ""Батьківщина""",Балтська районна організація,26133804,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211188,0,"Всеукраїнське об'єднання ""Батьківщина""",Березівська районна організація,26133784,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111315,0,"Всеукраїнське об'єднання ""Батьківщина""",Білгород-Дністровська міська організація,26133916,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211189,0,"Всеукраїнське об'єднання ""Батьківщина""",Білгород-Дністровська районна організація,26111091,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211190,0,"Всеукраїнське об'єднання ""Батьківщина""",Біляївська міська організація,40915574,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211191,0,"Всеукраїнське об'єднання ""Батьківщина""",Біляївська районна організація,26134525,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211192,0,"Всеукраїнське об'єднання ""Батьківщина""",Болградська районна організація,34670417,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211193,0,"Всеукраїнське об'єднання ""Батьківщина""",Великомихайлівська районна організація,26133715,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211194,0,"Всеукраїнське об'єднання ""Батьківщина""",Захарівська районна організація,26133833,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111182,0,"Всеукраїнське об'єднання ""Батьківщина""",Іванівська районна організація,33468204,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211196,0,"Всеукраїнське об'єднання ""Батьківщина""",Ізмаїльська міська організація,26134815,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211197,0,"Всеукраїнське об'єднання ""Батьківщина""",Ізмаїльська районна організація,33799243,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211198,0,"Всеукраїнське об'єднання ""Батьківщина""",Кілійська районна організація,26133939,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,211199,0,"Всеукраїнське об'єднання ""Батьківщина""",Кодимська районна організація,26133849,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111101,0,"Всеукраїнське об'єднання ""Батьківщина""",Лиманська районна організація,26134382,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111102,0,"Всеукраїнське об'єднання ""Батьківщина""",Любашівська районна організація,26133721,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111103,0,"Всеукраїнське об'єднання ""Батьківщина""",Миколаївська районна організація,25255505,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111434,0,"Всеукраїнське об'єднання ""Батьківщина""",Овідіопольська районна організація,26133922,Одеська область,30.09.2017,3,2017,
"ПАТ ""Марфін банк""",поточний рахунок,26000283851,"437,77","Всеукраїнське об'єднання ""Батьківщина""",Одеська міська організація,26133589,Одеська область,30.09.2017,3,2017,
"ПАТ ""Марфін банк""",поточний рахунок,26000283851,"123,22","Всеукраїнське об'єднання ""Батьківщина""",Одеська обласна організація,25433349,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111104,0,"Всеукраїнське об'єднання ""Батьківщина""",Окнянська районна організація,26133796,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111100,0,"Всеукраїнське об'єднання ""Батьківщина""",Подільська міська організація,26133856,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111105,0,"Всеукраїнське об'єднання ""Батьківщина""",Подільська районна організація,34611770,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111106,0,"Всеукраїнське об'єднання ""Батьківщина""",Ренійська районна організація,26134809,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111107,0,"Всеукраїнське об'єднання ""Батьківщина""",Роздільнянська районна організація,40401960,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111108,0,"Всеукраїнське об'єднання ""Батьківщина""",Савранська районна організація,26249458,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111109,0,"Всеукраїнське об'єднання ""Батьківщина""",Саратська районна організація,26109680,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111110,0,"Всеукраїнське об'єднання ""Батьківщина""",Тарутинська районна організація,26133891,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111111,0,"Всеукраїнське об'єднання ""Батьківщина""",Татарбунарська районна організація,36714288,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111112,0,"Всеукраїнське об'єднання ""Батьківщина""",Теплодарська міська організація,25828154,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111113,0,"Всеукраїнське об'єднання ""Батьківщина""",Чорноморська міська організація,26133744,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111114,0,"Всеукраїнське об'єднання ""Батьківщина""",Ширяївська районна організація,26133690,Одеська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111115,0,"Всеукраїнське об'єднання ""Батьківщина""",Южненська міська організація,26133903,Одеська область,30.09.2017,3,2017,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26437054600507,0,"Всеукраїнське об'єднання ""Батьківщина""",Великобагачанська районна організація,25913121,Полтавська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111317,0,"Всеукраїнське об'єднання ""Батьківщина""",Гадяцька районна організація,25913291,Полтавська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111318,0,"Всеукраїнське об'єднання ""Батьківщина""",Глобинська районна організація,25913316,Полтавська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111321,0,"Всеукраїнське об'єднання ""Батьківщина""",Гребінківська районна організація,25941887,Полтавська область,30.09.2017,3,2017,
невідомо,поточний рахунок,2111324,0,"Всеукраїнське об'єднання ""Батьківщина""",Диканська районна організація,25913204,Полтавська область,30.09.2017,3,2017,
